BIKE_SPEED,BIKE_COST,OCC_HOUR,OCC_DOW,OCC_DOY,OCC_DAY,OCC_YEAR,REPORT_DAY,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_COLOUR,PREMISES_TYPE,LOCATION_TYPE,HOOD_140,NEIGHBOURHOOD_140,OCC_HOUR_BIN,SEASON,COST_CATEGORY,x,y,IS_NIGHT,IS_WEEKEND
21.0,1200.0,11,4,275,2,2014,2,780,10949,3,11,3,35,80,120,2,0,2,0.021516097436222233,-0.9997685019798909,0,0
18.0,250.0,14,4,275,2,2014,2,1082,10645,3,255,5,36,47,52,0,0,4,0.021516097436222233,-0.9997685019798909,0,0
18.0,1000.0,23,5,273,30,2014,2,449,8220,5,274,4,30,101,43,1,0,1,-0.012910296075008843,-0.9999166586547379,1,0
1.0,800.0,14,4,247,4,2014,2,776,4395,5,136,4,30,110,103,0,0,1,-0.4443781781046134,-0.8958392907349089,0,0
21.0,250.0,22,4,275,2,2014,3,776,9583,5,217,5,27,72,79,1,0,4,0.021516097436222233,-0.9997685019798909,1,0
18.0,200.0,9,5,266,23,2014,3,1011,10894,3,230,5,36,77,62,2,0,4,-0.13301470653419636,-0.9911140639934546,0,0
21.0,1500.0,1,0,276,3,2014,3,564,10645,5,37,3,35,89,59,3,0,2,0.03872228089217399,-0.9992500112396835,1,0
1.0,250.0,11,1,272,29,2014,3,780,10535,0,37,2,45,78,121,2,0,4,-0.03012030484690836,-0.9995462806873573,0,0
1.0,600.0,0,0,276,3,2014,3,324,10645,1,2,5,27,16,77,3,0,1,0.03872228089217399,-0.9992500112396835,1,0
3.0,650.0,21,4,275,2,2014,3,1073,10645,7,37,5,36,76,123,1,0,1,0.021516097436222233,-0.9997685019798909,1,0
0.0,0.0,17,0,276,3,2014,3,780,10645,3,255,5,36,75,6,0,0,3,0.03872228089217399,-0.9992500112396835,0,0
0.0,3200.0,22,4,275,2,2014,3,1082,4557,3,150,5,27,72,79,1,0,0,0.021516097436222233,-0.9997685019798909,1,0
0.0,3400.0,15,3,271,28,2014,4,609,8139,4,11,5,27,77,62,0,0,0,-0.04732138832243232,-0.9988797155850335,0,1
21.0,700.0,8,5,273,30,2014,4,1082,10645,3,227,6,10,16,77,2,0,1,-0.012910296075008843,-0.9999166586547379,0,0
21.0,200.0,14,2,277,4,2014,4,780,10645,3,14,1,19,83,71,0,0,4,0.05591699010060302,-0.9984354211555643,0,1
6.0,300.0,8,2,277,4,2014,4,780,7654,3,223,3,35,86,50,2,0,4,0.05591699010060302,-0.9984354211555643,0,1
0.0,900.0,15,2,277,4,2014,4,1082,9681,4,11,5,36,81,88,0,0,1,0.05591699010060302,-0.9984354211555643,0,1
18.0,300.0,16,0,276,3,2014,4,175,10645,7,230,2,34,102,69,0,0,4,0.03872228089217399,-0.9992500112396835,0,0
20.0,500.0,12,0,276,3,2014,4,830,1632,5,136,3,35,79,95,2,0,4,0.03872228089217399,-0.9992500112396835,0,0
18.0,1000.0,11,0,276,3,2014,4,629,2047,7,32,3,35,16,77,2,0,1,0.03872228089217399,-0.9992500112396835,0,0
16.0,2500.0,13,2,277,4,2014,4,776,8388,5,255,5,36,76,123,0,0,0,0.05591699010060302,-0.9984354211555643,0,1
24.0,609.359985351563,11,6,274,1,2014,4,150,10160,3,11,5,27,76,123,2,0,1,0.004303538296243821,-0.9999907397361901,0,0
18.0,3000.0,18,2,277,4,2014,5,522,7421,3,23,3,35,10,40,0,0,0,0.05591699010060302,-0.9984354211555643,0,1
1.0,150.0,0,3,278,5,2014,5,1011,10645,7,37,4,30,77,62,3,0,4,0.07309512989807776,-0.9973249731081555,1,1
21.0,500.0,13,3,278,5,2014,5,1105,11357,3,11,5,36,94,3,0,0,4,0.07309512989807776,-0.9973249731081555,0,1
3.0,1000.0,19,3,278,5,2014,5,1073,2850,7,11,5,36,76,123,1,0,1,0.07309512989807776,-0.9973249731081555,0,1
21.0,250.0,18,0,276,3,2014,5,846,9807,3,230,4,30,16,77,0,0,4,0.03872228089217399,-0.9992500112396835,0,0
5.0,0.0,19,0,276,3,2014,6,830,10645,7,37,5,27,72,79,1,0,4,0.03872228089217399,-0.9992500112396835,0,0
24.0,400.0,11,1,279,6,2014,6,749,5525,4,119,2,33,70,19,2,0,4,0.0902516100310407,-0.9959189961471792,0,0
7.0,329.989990234375,17,3,278,5,2014,6,1073,6796,0,181,3,35,61,35,0,0,4,0.07309512989807776,-0.9973249731081555,0,1
10.0,400.0,12,2,277,4,2014,6,396,11415,3,11,3,35,101,43,2,0,4,0.05591699010060302,-0.9984354211555643,0,1
7.0,300.0,3,1,279,6,2014,6,830,1163,4,86,0,0,126,11,3,0,4,0.0902516100310407,-0.9959189961471792,1,0
24.0,400.0,9,4,275,2,2014,6,985,10645,4,193,1,19,76,123,2,0,4,0.021516097436222233,-0.9997685019798909,0,0
21.0,600.0,0,3,243,31,2014,6,888,6496,3,51,1,19,35,87,3,2,1,-0.5049610547215202,-0.8631421280499115,1,1
1.0,1921.0,15,1,279,6,2014,6,776,3177,8,11,5,36,72,79,0,0,2,0.0902516100310407,-0.9959189961471792,0,0
18.0,1100.0,15,2,270,27,2014,6,985,10645,4,11,1,19,72,79,0,0,2,-0.06450844944931625,-0.9979171608653922,0,1
1.0,1200.0,15,2,277,4,2014,7,566,2713,4,94,2,45,78,121,0,0,2,0.05591699010060302,-0.9984354211555643,0,1
1.0,200.0,12,0,269,26,2014,7,780,10535,4,37,2,45,75,6,2,0,4,-0.08167639533042288,-0.99665890175417,0,0
0.0,80.0,0,5,280,7,2014,7,780,10645,7,193,4,30,106,93,3,0,4,0.10738134666416306,-0.994217906893952,1,0
10.0,200.0,0,5,280,7,2014,7,780,10645,3,190,4,30,106,93,3,0,4,0.10738134666416306,-0.994217906893952,1,0
1.0,2000.0,0,2,228,16,2014,7,986,8217,5,254,1,19,85,104,3,2,2,-0.70862667826446,-0.7055836101071774,1,1
1.0,2500.0,1,5,280,7,2014,7,776,7381,1,217,5,36,77,62,3,0,0,0.10738134666416306,-0.994217906893952,1,0
18.0,1000.0,13,5,280,7,2014,7,412,8791,3,119,5,36,72,79,0,0,1,0.10738134666416306,-0.994217906893952,0,0
6.0,200.0,6,1,279,6,2014,7,506,10645,4,256,5,36,74,23,3,0,4,0.0902516100310407,-0.9959189961471792,0,0
1.0,0.0,9,6,281,8,2014,8,745,10645,8,51,2,33,79,95,2,0,3,0.12447926388678869,-0.9922222094179324,0,0
1.0,700.0,21,3,278,5,2014,8,985,8771,4,137,2,45,78,121,1,0,1,0.07309512989807776,-0.9973249731081555,1,1
24.0,600.0,18,1,279,6,2014,8,267,9357,7,230,4,30,69,111,0,0,1,0.0902516100310407,-0.9959189961471792,0,0
10.0,0.0,16,6,191,10,2013,8,176,9810,4,37,5,36,94,3,0,2,3,-0.9893142039703664,-0.14579919691987442,0,0
1.0,120.0,9,6,274,1,2014,8,780,10535,4,31,2,45,78,121,2,0,4,0.004303538296243821,-0.9999907397361901,0,0
14.0,500.0,18,0,249,6,2013,8,880,10645,7,230,4,30,55,70,0,0,4,-0.41327860778290443,-0.9106046300942162,0,0
1.0,350.0,15,5,280,7,2014,8,780,2769,2,255,3,35,91,27,0,0,4,0.10738134666416306,-0.994217906893952,0,0
21.0,500.0,8,6,281,8,2014,8,776,2178,3,11,0,0,50,130,2,0,4,0.12447926388678869,-0.9922222094179324,0,0
24.0,0.0,4,5,280,7,2014,8,776,2570,5,11,3,35,105,56,3,0,3,0.10738134666416306,-0.994217906893952,1,0
18.0,800.0,23,1,272,29,2014,8,412,10645,3,163,3,35,89,59,1,0,1,-0.03012030484690836,-0.9995462806873573,1,0
21.0,900.0,18,0,249,6,2013,8,880,10645,7,11,4,30,55,70,0,0,1,-0.41327860778290443,-0.9106046300942162,0,0
1.0,1500.0,7,6,281,8,2014,8,324,10645,8,181,5,27,70,19,2,0,2,0.12447926388678869,-0.9922222094179324,0,0
24.0,120.0,9,2,256,13,2014,8,613,10645,3,11,2,45,74,23,2,0,4,-0.300819807635668,-0.9536809966304455,0,1
21.0,1000.0,15,5,280,7,2014,8,164,9070,3,257,5,36,76,123,0,0,1,0.10738134666416306,-0.994217906893952,0,0
0.0,2000.0,12,4,282,9,2014,9,780,9866,8,11,5,27,75,6,2,0,2,0.141540295217043,-0.989932495087353,0,0
21.0,500.0,18,4,282,9,2014,9,1082,10645,3,181,5,36,74,23,0,0,4,0.141540295217043,-0.989932495087353,0,0
21.0,350.0,8,6,281,8,2014,9,741,7514,3,96,2,34,61,35,2,0,4,0.12447926388678869,-0.9922222094179324,0,0
24.0,1000.0,2,4,282,9,2014,9,749,10645,4,136,3,35,105,56,3,0,1,0.141540295217043,-0.989932495087353,1,0
1.0,800.0,16,4,282,9,2014,9,780,10905,1,274,5,36,61,35,0,0,1,0.141540295217043,-0.989932495087353,0,0
10.0,1300.0,0,4,282,9,2014,9,1117,10645,3,255,3,35,69,111,3,0,2,0.141540295217043,-0.989932495087353,1,0
21.0,600.0,15,4,282,9,2014,9,846,6749,3,11,5,36,74,23,0,0,1,0.141540295217043,-0.989932495087353,0,0
1.0,300.0,11,4,282,9,2014,9,780,758,4,53,5,36,73,90,2,0,4,0.141540295217043,-0.989932495087353,0,0
10.0,200.0,22,6,281,8,2014,9,780,10645,7,254,4,30,89,59,1,0,4,0.12447926388678869,-0.9922222094179324,1,0
27.0,1130.0,17,4,282,9,2014,9,410,11343,3,136,3,35,69,111,0,0,2,0.141540295217043,-0.989932495087353,0,0
10.0,400.0,17,3,271,28,2014,9,776,5857,3,163,4,46,62,117,0,0,4,-0.04732138832243232,-0.9988797155850335,0,1
8.0,500.0,16,4,275,2,2014,9,920,10645,3,227,5,36,75,6,0,0,4,0.021516097436222233,-0.9997685019798909,0,0
18.0,300.0,14,4,282,9,2014,9,1082,10645,4,11,5,36,74,23,0,0,4,0.141540295217043,-0.989932495087353,0,0
21.0,500.0,4,6,281,8,2014,10,121,8090,3,11,5,27,50,130,3,0,4,0.12447926388678869,-0.9922222094179324,1,0
18.0,1000.0,19,4,282,9,2014,10,566,2713,3,67,4,20,75,6,1,0,1,0.141540295217043,-0.989932495087353,0,0
1.0,1500.0,7,0,283,10,2014,10,1105,10645,1,11,2,45,74,23,2,0,2,0.15855938510313475,-0.9873494423939864,0,0
21.0,450.0,10,1,279,6,2014,10,846,10645,4,244,5,36,88,107,2,0,4,0.0902516100310407,-0.9959189961471792,0,0
18.0,2200.0,19,3,278,5,2014,10,749,2372,5,36,4,30,16,77,1,0,0,0.07309512989807776,-0.9973249731081555,0,1
18.0,0.0,18,5,280,7,2014,10,769,10645,7,37,4,30,103,83,0,0,3,0.10738134666416306,-0.994217906893952,0,0
21.0,1100.0,9,0,283,10,2014,10,410,4876,7,37,1,19,76,123,2,0,2,0.15855938510313475,-0.9873494423939864,0,0
99.0,0.0,0,4,282,9,2014,10,517,10187,3,31,5,36,107,15,3,0,3,0.141540295217043,-0.989932495087353,1,0
21.0,200.0,18,4,282,9,2014,10,1011,10645,5,37,5,36,75,6,0,0,4,0.141540295217043,-0.989932495087353,0,0
1.0,1000.0,5,2,284,11,2014,11,1117,9919,1,217,5,27,94,3,3,0,1,0.17553149042142777,-0.9844738167520923,1,1
1.0,1238.0,11,2,284,11,2014,11,1137,10645,1,11,1,19,95,21,2,0,2,0.17553149042142777,-0.9844738167520923,0,1
21.0,300.0,10,4,275,2,2014,11,780,1482,4,11,5,36,66,98,2,0,4,0.021516097436222233,-0.9997685019798909,0,0
10.0,0.0,8,1,279,6,2014,11,776,1755,5,11,0,0,72,79,2,0,3,0.0902516100310407,-0.9959189961471792,0,0
12.0,0.0,14,0,283,10,2014,11,949,10645,5,255,5,36,74,23,0,0,3,0.15855938510313475,-0.9873494423939864,0,0
10.0,100.0,11,3,285,12,2014,12,176,10645,3,11,3,35,101,43,2,0,4,0.19245158197082995,-0.9813064702716093,0,1
1.0,1000.0,21,2,284,11,2014,12,1116,10535,1,11,5,27,74,23,1,0,1,0.17553149042142777,-0.9844738167520923,1,1
30.0,300.0,21,0,276,3,2014,12,1105,10645,7,255,4,13,131,73,1,0,4,0.03872228089217399,-0.9992500112396835,1,0
12.0,800.0,11,2,284,11,2014,12,1075,1046,3,37,1,19,73,90,2,0,1,0.17553149042142777,-0.9844738167520923,0,1
99.0,0.0,0,3,285,12,2014,12,1073,10645,5,155,5,36,74,23,3,0,3,0.19245158197082995,-0.9813064702716093,1,1
1.0,300.0,17,3,278,5,2014,13,735,2008,4,136,4,30,87,49,0,0,4,0.07309512989807776,-0.9973249731081555,0,1
21.0,259.0,10,1,279,6,2014,13,915,10645,3,37,5,36,97,105,2,0,4,0.0902516100310407,-0.9959189961471792,0,0
1.0,440.0,13,3,285,12,2014,13,1116,3712,4,217,5,18,72,79,0,0,4,0.19245158197082995,-0.9813064702716093,0,1
2.0,2000.0,16,1,286,13,2014,13,443,10645,1,230,5,36,69,111,0,0,2,0.20931464596304888,-0.9778483415056567,0,0
0.0,3500.0,20,6,281,8,2014,13,1082,6189,3,153,3,35,101,43,1,0,0,0.12447926388678869,-0.9922222094179324,1,0
0.0,800.0,20,6,281,8,2014,13,985,1775,3,255,3,35,101,43,1,0,1,0.12447926388678869,-0.9922222094179324,1,0
0.0,2500.0,20,6,281,8,2014,13,985,9509,3,36,3,35,101,43,1,0,0,0.12447926388678869,-0.9922222094179324,1,0
32.0,2226.10009765625,19,1,286,13,2014,14,776,3177,1,11,1,2,75,6,1,0,0,0.20931464596304888,-0.9778483415056567,0,0
0.0,3000.0,20,2,284,11,2014,14,376,239,8,155,4,30,120,92,1,0,0,0.17553149042142777,-0.9844738167520923,1,1
24.0,0.0,15,5,287,14,2014,14,1082,1300,3,243,3,35,107,15,0,0,3,0.22611568550828803,-0.9741004551724206,0,0
24.0,300.0,18,5,287,14,2014,14,920,10645,3,55,5,27,1,81,0,0,4,0.22611568550828803,-0.9741004551724206,0,0
1.0,1100.0,0,6,274,1,2014,14,1058,3534,1,37,4,20,77,62,3,0,2,0.004303538296243821,-0.9999907397361901,1,0
27.0,1500.0,17,1,286,13,2014,14,549,1356,3,136,5,36,65,28,0,0,2,0.20931464596304888,-0.9778483415056567,0,0
1.0,100.0,19,5,287,14,2014,14,1116,10645,3,193,5,27,118,129,1,0,4,0.22611568550828803,-0.9741004551724206,0,0
4.0,250.0,0,6,274,1,2014,14,780,10645,7,37,4,20,77,62,3,0,4,0.004303538296243821,-0.9999907397361901,1,0
27.0,900.0,19,6,281,8,2014,14,1105,8322,3,217,4,30,105,56,1,0,1,0.12447926388678869,-0.9922222094179324,0,0
1.0,400.0,19,5,287,14,2014,14,1152,2204,0,163,5,27,118,129,1,0,4,0.22611568550828803,-0.9741004551724206,0,0
27.0,6500.0,17,1,286,13,2014,14,749,4448,3,230,5,36,65,28,0,0,3,0.20931464596304888,-0.9778483415056567,0,0
24.0,20.0,15,5,287,14,2014,14,749,7514,3,119,3,35,107,15,0,0,4,0.22611568550828803,-0.9741004551724206,0,0
24.0,350.0,13,3,285,12,2014,14,915,5433,4,11,1,2,85,104,0,0,4,0.19245158197082995,-0.9813064702716093,0,1
0.0,150.0,20,1,286,13,2014,14,749,3085,4,11,5,27,75,6,1,0,4,0.20931464596304888,-0.9778483415056567,1,0
6.0,800.0,17,6,204,23,2014,14,776,3132,5,205,0,0,75,6,0,2,1,-0.9322892131745134,-0.3617137307297674,0,0
21.0,400.0,21,1,249,6,2010,15,749,6771,3,55,3,35,126,11,1,0,4,-0.41327860778290443,-0.9106046300942162,1,0
1.0,1150.0,12,6,288,15,2014,15,1117,11014,1,31,5,36,79,95,2,0,2,0.2428497220959358,-0.970063921851507,0,0
21.0,1100.0,17,2,284,11,2014,15,150,10645,3,11,5,27,76,123,0,0,2,0.17553149042142777,-0.9844738167520923,0,1
6.0,200.0,7,5,287,14,2014,15,1116,10645,3,227,6,42,92,32,2,0,4,0.22611568550828803,-0.9741004551724206,0,0
32.0,2000.0,12,6,288,15,2014,15,780,3258,1,37,5,27,73,90,2,0,2,0.2428497220959358,-0.970063921851507,0,0
18.0,1500.0,10,1,286,13,2014,15,1082,4560,3,30,4,30,106,93,2,0,2,0.20931464596304888,-0.9778483415056567,0,0
28.0,0.0,20,6,288,15,2014,15,780,2180,3,11,3,35,105,56,1,0,3,0.2428497220959358,-0.970063921851507,1,0
1.0,360.0,0,2,284,11,2014,15,449,1460,3,11,5,36,78,121,3,0,4,0.17553149042142777,-0.9844738167520923,1,1
27.0,600.0,16,5,287,14,2014,15,1082,10535,4,256,2,45,78,121,0,0,1,0.22611568550828803,-0.9741004551724206,0,0
6.0,300.0,23,0,283,10,2014,15,780,10535,4,11,2,45,78,121,1,0,4,0.15855938510313475,-0.9873494423939864,1,0
30.0,300.0,10,5,287,14,2014,15,1011,10645,3,181,5,27,75,6,2,0,4,0.22611568550828803,-0.9741004551724206,0,0
1.0,500.0,21,1,249,6,2010,15,1012,10018,0,230,3,35,126,11,1,0,4,-0.41327860778290443,-0.9106046300942162,1,0
8.0,449.0,18,5,287,14,2014,15,254,10477,7,37,1,19,78,121,0,0,4,0.22611568550828803,-0.9741004551724206,0,0
24.0,593.0,9,5,287,14,2014,15,741,10840,7,136,5,36,76,123,2,0,1,0.22611568550828803,-0.9741004551724206,0,0
21.0,0.0,18,4,289,16,2014,16,449,10010,3,86,3,35,101,43,0,0,4,0.25951179706979943,-0.965739937654855,0,0
24.0,350.0,3,6,288,15,2014,16,920,1159,4,37,5,27,94,3,3,0,4,0.2428497220959358,-0.970063921851507,1,0
15.0,600.0,7,4,289,16,2014,16,846,10645,3,136,4,30,101,43,2,0,1,0.25951179706979943,-0.965739937654855,0,0
15.0,350.0,7,4,289,16,2014,16,176,10645,3,37,4,30,101,43,2,0,4,0.25951179706979943,-0.965739937654855,0,0
12.0,1000.0,5,4,289,16,2014,16,1117,10645,1,254,5,36,74,23,3,0,1,0.25951179706979943,-0.965739937654855,1,0
21.0,1000.0,8,1,258,15,2014,16,1082,10645,4,35,5,36,76,123,2,0,1,-0.26781430516217486,-0.9634705485641486,0,0
21.0,400.0,19,4,289,16,2014,16,410,2252,3,136,0,0,50,130,1,0,4,0.25951179706979943,-0.965739937654855,0,0
27.0,1000.0,9,4,289,16,2014,16,1082,10645,3,218,5,36,78,121,2,0,1,0.25951179706979943,-0.965739937654855,0,0
0.0,1500.0,11,4,289,16,2014,16,324,8555,8,11,4,15,74,23,2,0,2,0.25951179706979943,-0.965739937654855,0,0
8.0,1800.0,14,4,289,16,2014,16,780,9828,7,11,5,36,76,123,0,0,2,0.25951179706979943,-0.965739937654855,0,0
9.0,800.0,14,4,289,16,2014,16,410,8257,4,11,1,19,76,123,0,0,1,0.25951179706979943,-0.965739937654855,0,0
7.0,500.0,19,5,280,7,2014,16,1105,6855,3,255,0,0,39,112,1,0,4,0.10738134666416306,-0.994217906893952,0,0
21.0,800.0,20,6,288,15,2014,16,776,3075,3,11,2,45,78,121,1,0,1,0.2428497220959358,-0.970063921851507,1,0
18.0,1000.0,22,3,278,5,2014,16,985,2979,3,217,3,35,97,105,1,0,1,0.07309512989807776,-0.9973249731081555,1,1
27.0,1800.0,20,6,288,15,2014,16,706,10645,4,255,3,35,105,56,1,0,2,0.2428497220959358,-0.970063921851507,1,0
12.0,1500.0,14,5,287,14,2014,17,139,11296,7,181,4,30,80,120,0,0,2,0.22611568550828803,-0.9741004551724206,0,0
12.0,400.0,13,1,286,13,2014,17,410,10645,7,37,0,0,74,23,0,0,4,0.20931464596304888,-0.9778483415056567,0,0
10.0,200.0,19,4,289,16,2014,17,99,10645,5,86,0,0,60,116,1,0,4,0.25951179706979943,-0.965739937654855,0,0
1.0,1000.0,9,6,288,15,2014,17,324,9423,1,11,0,0,58,29,2,0,1,0.2428497220959358,-0.970063921851507,0,0
18.0,600.0,0,0,290,17,2014,17,749,10645,4,217,3,35,89,59,3,0,1,0.27609697309746883,-0.9611297838723007,1,0
3.0,700.0,17,0,290,17,2014,17,776,933,4,11,1,1,81,88,0,0,1,0.27609697309746883,-0.9611297838723007,0,0
21.0,1100.0,22,2,284,11,2014,18,1073,1281,4,11,5,36,76,123,1,0,2,0.17553149042142777,-0.9844738167520923,1,1
6.0,200.0,8,2,291,18,2014,18,1025,10645,7,193,4,30,61,35,2,0,4,0.2926003356333479,-0.9562348265919058,0,1
27.0,629.0,11,2,291,18,2014,18,410,148,7,255,0,0,75,6,2,0,1,0.2926003356333479,-0.9562348265919058,0,1
27.0,800.0,16,0,290,17,2014,18,776,10645,3,37,5,36,75,6,0,0,1,0.27609697309746883,-0.9611297838723007,0,0
21.0,400.0,23,0,290,17,2014,18,613,10645,3,230,0,0,105,56,1,0,4,0.27609697309746883,-0.9611297838723007,1,0
0.0,0.0,14,2,291,18,2014,19,1116,10645,7,254,4,20,72,79,0,0,3,0.2926003356333479,-0.9562348265919058,0,1
21.0,400.0,23,4,289,16,2014,19,985,5908,3,16,4,30,110,103,1,0,4,0.25951179706979943,-0.965739937654855,1,0
18.0,300.0,19,0,290,17,2014,19,1025,10645,10,37,5,27,94,3,1,0,4,0.27609697309746883,-0.9611297838723007,0,0
12.0,500.0,22,3,285,12,2014,19,150,10645,3,181,3,35,101,43,1,0,4,0.19245158197082995,-0.9813064702716093,1,1
24.0,899.0,16,3,292,19,2014,19,776,1687,5,57,5,36,83,71,0,0,1,0.30901699437494723,-0.9510565162951536,0,1
0.0,0.0,14,2,291,18,2014,19,1116,10645,7,254,4,20,72,79,0,0,3,0.2926003356333479,-0.9562348265919058,0,1
21.0,400.0,9,3,292,19,2014,19,410,10645,3,255,5,36,74,23,2,0,4,0.30901699437494723,-0.9510565162951536,0,1
10.0,2000.0,19,2,291,18,2014,19,985,8399,4,11,4,30,79,95,1,0,2,0.2926003356333479,-0.9562348265919058,0,1
12.0,300.0,22,3,285,12,2014,19,1073,10645,3,254,3,35,101,43,1,0,4,0.19245158197082995,-0.9813064702716093,1,1
10.0,0.0,17,0,290,17,2014,19,1025,10645,4,274,3,35,131,73,0,0,3,0.27609697309746883,-0.9611297838723007,0,0
16.0,500.0,0,4,282,9,2014,19,847,10645,7,119,0,0,84,110,3,0,4,0.141540295217043,-0.989932495087353,1,0
21.0,200.0,17,3,292,19,2014,20,776,10262,10,255,5,18,62,117,0,0,4,0.30901699437494723,-0.9510565162951536,0,1
1.0,500.0,8,4,289,16,2014,20,1124,10645,4,11,5,36,94,3,2,0,4,0.25951179706979943,-0.965739937654855,0,0
21.0,300.0,5,2,291,18,2014,20,175,7295,4,255,5,36,78,121,3,0,4,0.2926003356333479,-0.9562348265919058,1,1
1.0,800.0,21,5,287,14,2014,20,1128,4383,4,254,5,36,72,79,1,0,1,0.22611568550828803,-0.9741004551724206,1,0
21.0,0.0,18,3,292,19,2014,20,1082,929,3,14,2,45,78,121,0,0,3,0.30901699437494723,-0.9510565162951536,0,1
10.0,1500.0,7,1,293,20,2014,20,83,10645,1,255,4,20,70,19,2,0,2,0.3253420847119795,-0.9455963874271428,0,0
21.0,0.0,13,3,292,19,2014,20,888,10645,7,22,5,36,97,105,0,0,3,0.30901699437494723,-0.9510565162951536,0,1
24.0,1500.0,10,0,290,17,2014,20,1082,3046,4,11,5,36,75,6,2,0,2,0.27609697309746883,-0.9611297838723007,0,0
24.0,500.0,16,2,284,11,2014,20,915,10645,7,155,5,36,75,6,0,0,4,0.17553149042142777,-0.9844738167520923,0,1
1.0,350.0,14,1,293,20,2014,21,931,8948,4,193,5,36,77,62,0,0,4,0.3253420847119795,-0.9455963874271428,0,0
8.0,0.0,1,5,294,21,2014,21,1025,10645,3,37,0,0,66,98,3,0,3,0.341570769167856,-0.9398560579418953,1,0
1.0,700.0,7,5,294,21,2014,21,780,10645,1,137,5,36,76,123,2,0,1,0.341570769167856,-0.9398560579418953,0,0
21.0,150.0,11,5,294,21,2014,21,920,10645,3,50,5,36,78,121,2,0,4,0.341570769167856,-0.9398560579418953,0,0
28.0,1000.0,13,3,292,19,2014,21,776,4356,5,217,2,45,78,121,0,0,1,0.30901699437494723,-0.9510565162951536,0,1
1.0,1100.0,9,4,289,16,2014,21,780,10645,3,37,3,35,68,14,2,0,2,0.25951179706979943,-0.965739937654855,0,0
21.0,0.0,14,1,293,20,2014,21,749,2774,7,217,2,33,74,23,0,0,3,0.3253420847119795,-0.9455963874271428,0,0
1.0,500.0,9,4,289,16,2014,21,780,10645,3,255,3,35,68,14,2,0,4,0.25951179706979943,-0.965739937654855,0,0
21.0,250.0,19,5,294,21,2014,21,1082,929,3,14,0,0,81,88,1,0,4,0.341570769167856,-0.9398560579418953,0,0
18.0,350.0,18,3,292,19,2014,22,749,2761,4,274,3,35,101,43,0,0,4,0.30901699437494723,-0.9510565162951536,0,1
21.0,0.0,10,3,278,5,2014,22,99,10645,3,193,0,0,86,50,2,0,4,0.07309512989807776,-0.9973249731081555,0,1
21.0,863.0,12,1,237,25,2014,22,985,8964,7,136,4,30,100,44,2,2,1,-0.5912614448635782,-0.8064799463209447,0,0
1.0,100.0,10,6,295,22,2014,22,1017,10645,1,217,5,36,75,6,2,0,4,0.35769823883312546,-0.9338372288229252,0,0
10.0,600.0,20,5,280,7,2014,22,1073,6885,3,136,5,27,75,6,1,0,1,0.10738134666416306,-0.994217906893952,1,0
8.0,3000.0,8,6,295,22,2014,22,780,6071,4,163,0,0,94,3,2,0,0,0.35769823883312546,-0.9338372288229252,0,0
21.0,1200.0,12,1,237,25,2014,22,449,1879,3,11,4,30,100,44,2,2,2,-0.5912614448635782,-0.8064799463209447,0,0
18.0,600.0,11,6,295,22,2014,22,412,10645,4,255,3,35,105,56,2,0,1,0.35769823883312546,-0.9338372288229252,0,0
1.0,1000.0,9,6,295,22,2014,22,311,7459,1,254,5,36,75,6,2,0,1,0.35769823883312546,-0.9338372288229252,0,0
12.0,900.0,14,6,295,22,2014,22,566,3407,10,57,1,3,14,64,0,0,1,0.35769823883312546,-0.9338372288229252,0,0
21.0,0.0,3,6,295,22,2014,22,176,6705,7,153,3,35,80,120,3,0,3,0.35769823883312546,-0.9338372288229252,1,0
17.0,400.0,0,0,283,10,2014,23,522,3660,4,11,5,27,50,130,3,0,4,0.15855938510313475,-0.9873494423939864,1,0
35.0,1095.0,17,5,294,21,2014,23,322,5112,1,11,0,0,73,90,0,0,2,0.341570769167856,-0.9398560579418953,0,0
1.0,0.0,17,5,294,21,2014,23,780,9918,1,37,5,36,74,23,0,0,3,0.341570769167856,-0.9398560579418953,0,0
5.0,600.0,12,4,296,23,2014,23,915,946,4,217,5,36,88,107,2,0,1,0.3737197147904692,-0.9275416835791965,0,0
1.0,1030.0,12,6,295,22,2014,23,368,4318,5,217,4,30,83,71,2,0,2,0.35769823883312546,-0.9338372288229252,0,0
3.0,120.0,17,2,291,18,2014,24,933,4520,10,37,5,27,87,49,0,0,4,0.2926003356333479,-0.9562348265919058,0,1
18.0,50.0,19,0,297,24,2014,24,780,10645,3,31,0,0,29,18,1,0,4,0.38963044953078774,-0.9209712877166347,0,0
21.0,0.0,22,6,295,22,2014,24,1011,10645,3,254,0,0,94,3,1,0,3,0.35769823883312546,-0.9338372288229252,1,0
6.0,500.0,21,4,296,23,2014,24,776,1330,3,11,5,36,72,79,1,0,4,0.3737197147904692,-0.9275416835791965,1,0
1.0,1667.59997558594,8,6,274,1,2014,24,322,8555,1,11,0,0,94,3,2,0,2,0.004303538296243821,-0.9999907397361901,0,0
1.0,0.0,9,4,296,23,2014,24,324,10645,1,254,5,36,75,6,2,0,3,0.3737197147904692,-0.9275416835791965,0,0
24.0,500.0,18,4,296,23,2014,24,880,4922,5,217,2,45,112,127,0,0,4,0.3737197147904692,-0.9275416835791965,0,0
